en_name,th_name,course,province,region,calories_kcal,prep_time_minutes,is_vegetarian,sales_2025,price_baht,spice_level,rating_out_of_5
Tau Huai,เต้าฮวย,dessert,Various,Various,251,5,False,11700,35,Mild,2.9
Phat Sam Muen,ผัดสามเหม็น,main dish,Various,Various,732,40,False,,50,Mild,4.8
Khanom,ฆานม,dessert,Unknown,Unknown,634,45,False,37700,25,Not Spicy,
Hoi Jo,ฮ่อยจ๊อ,snack,Southern provinces,South,578,5,,390400,40,Mild,3.6
Kao Lao,เกาเหลา,main dish,Bangkok,Central,379,,,288500,25,Mild,3.5
Kanom Wong,ขนมวง,snack,Various,Various,590,40,False,491300,,,3.7
Karaang,กะราง,main dish,Unknown,Unknown,314,40,True,96200,30,Medium,3.7
Kanom Krok,ขนมครก,snack,Various,Various,251,15,False,471200,,Mild,3.8
Kaeng Paa,แกงป่า,main dish,Various,Various,355,40,False,335800,25,Hot,4.8
Khao Tang Na Tang,ข้าวตังหน้าตั้ง,snack,Various,Various,736,,,414200,35,Very Hot,
Kanom Chan,ขนมชั้น,dessert,Various,Various,352,10,False,91800,40,Very Hot,4.2
Ice Cream Pad,ไอติมผัด,dessert,Unknown,Unknown,268,45,False,154300,40,Medium,4.3
Khao Ho Tod,ข้าวห่อทอด,snack,Unknown,Unknown,465,60,False,372200,60,Not Spicy,3.2
Tai Pla,ไตปลา,main dish,Southern provinces,South,529,10,,451400,,,4.4
Kanom Tan,ขนมตาล,dessert,Various,Various,,60,False,464200,120,Hot,4.6
Kao Sia Po,ข้าวเสียโป,main dish,Unknown,Unknown,210,20,False,425500,80,Very Hot,4.0
Cho Muang,ช่อม่วง,snack,Unknown,Unknown,,30,False,91400,80,Mild,2.5
Khao Niao Mamuang,ข้าวเหนียวมะม่วง,dessert,Various,Various,319,90,False,345900,120,,2.5
Khao Kriap Ya Na,ข้าวเกรียบยาหน้า,snack,Various,Various,210,15,True,402000,35,,2.6
Kanom Khai Hong,ขนมไข่หงส์,snack,Various,Various,425,20,True,55700,150,Not Spicy,
Kai Jeow,ไข่เจียว,main dish,Various,Various,270,45,False,407000,,Mild,
Kanom Pang Ka Kai,ขนมปังขาไก่,snack,Bangkok,Central,846,30,False,342800,,Medium,4.9
Pla,พล่า,main dish,Various,Various,688,,False,169600,60,Not Spicy,4.3
Khao Tom Mat,ข้าวต้มมัด,dessert,Various,Various,,,True,124100,40,Medium,5.0
Sup,ซุบ,main dish,Unknown,Unknown,234,45,False,493000,60,Hot,4.8
Kanom Muang Phet,ขนมเมืองเพชร,dessert,Unknown,Unknown,343,,,160100,35,Mild,3.6
Kanom Khai Nok Krata,ขนมไข่นกกระทา,snack,Various,Various,573,,False,331300,70,Not Spicy,4.5
Rai Rai,เรไร,dessert,Unknown,Unknown,376,20,False,465300,,Medium,
Kaeng Khee Lek,แกงขี้เหล็ก,main dish,Various,Various,751,45,False,481700,45,,
Koi,ก้อย,main dish,Ubon Ratchathani,Northeast,476,120,False,196400,100,Mild,4.2
Moo Manao,หมูมะนาว,main dish,Various,Various,840,5,False,125000,30,Not Spicy,4.3
Oo,อู๋,main dish,Unknown,Unknown,686,10,False,191500,,Mild,4.7
La Tiang,ล่าเตียง,snack,Unknown,Unknown,357,120,False,51200,,,2.6
Jok,โจ๊ก,main dish,Bangkok,Central,763,15,True,116900,,Hot,3.0
Kaeng Kradang,แกงกระด้าง,main dish,Northern provinces,North,554,30,False,227100,35,Not Spicy,3.0
Kanom Pak Kad,ขนมผักกาด,snack,Bangkok,Central,690,10,False,430700,30,Very Hot,
Kaeng Sap Nok,แกงสับนก,main dish,Unknown,Unknown,650,90,False,315000,60,,2.8
Pan Sip,ปั้นสิบ,snack,Unknown,Unknown,666,5,False,493400,100,Medium,4.7
Mee Kati,หมี่กะทิ,main dish,Central provinces,Central,136,40,True,363900,150,Medium,4.0
Kao Dok Rai,ข้าวดอกราย,main dish,Unknown,Unknown,472,,True,81200,70,,3.0
Khao Niao Ping,ข้าวเหนียวปิ้ง,snack,Various,Various,,30,,28600,100,Not Spicy,
Karawek Sod Si,การเวกสอดสี,snack,Unknown,Unknown,666,20,,,100,Hot,2.9
